acctnum,gender,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,refernce,art,geog,subscribe
20122,M/NB,21,21,15,80,95,1,0,0,0,1,0,0,0,0
20123,M/NB,5,5,15,189,204,1,0,0,0,0,0,1,0,1
20124,F,13,5,34,276,310,3,1,0,1,1,0,0,0,0
20125,F,87,19,150,100,250,12,1,0,2,1,0,4,4,1
20126,M/NB,45,11,90,92,182,8,2,2,1,0,1,1,1,1
20127,M/NB,21,13,29,91,120,2,1,0,0,0,0,0,1,0
20128,F,17,11,25,246,271,2,0,0,2,0,0,0,0,0
20129,M/NB,17,11,27,49,76,2,0,1,0,0,1,0,0,0
20130,F,29,11,52,89,141,4,1,0,1,0,0,1,1,1
20131,M/NB,21,13,33,214,247,3,1,0,1,0,0,1,0,0
20132,M/NB,19,11,33,274,307,3,1,0,1,0,0,0,1,0
20133,F,15,15,15,196,211,1,0,1,0,0,0,0,0,0
20134,M/NB,33,13,61,35,96,5,1,0,0,1,0,2,1,1
20135,M/NB,23,7,76,223,299,6,0,1,0,2,0,1,2,0
20136,F,25,1,68,259,327,6,3,0,1,0,0,1,1,0
20137,F,17,9,28,26,54,2,1,0,0,0,0,1,0,1
20138,F,37,7,76,250,326,7,3,0,4,0,0,0,0,0
20139,M/NB,1,1,15,102,117,1,0,0,1,0,0,0,0,0
20140,F,5,3,25,183,208,2,0,1,1,0,0,0,0,0
20141,M/NB,11,3,26,289,315,2,0,0,1,1,0,0,0,0
20142,M/NB,19,13,26,245,271,2,0,1,0,1,0,0,0,0
20143,F,3,3,15,232,247,1,0,0,0,1,0,0,0,0
20144,F,7,1,28,171,199,2,0,0,0,1,0,1,0,0
20145,M/NB,17,1,41,119,160,3,0,0,0,0,1,1,1,1
20146,F,21,13,29,125,154,2,1,0,0,0,0,0,1,0
20147,M/NB,19,5,49,75,124,4,0,0,3,0,0,0,1,0
20148,F,23,15,29,38,67,2,0,0,0,1,0,0,1,0
20149,F,11,7,25,172,197,2,1,0,1,0,0,0,0,1
20150,F,17,17,15,133,148,1,1,0,0,0,0,0,0,0
20151,F,29,13,82,147,229,7,2,0,1,0,0,1,3,0
20152,F,13,13,15,137,152,1,1,0,0,0,0,0,0,0
20153,F,13,7,23,261,284,2,2,0,0,0,0,0,0,0
20154,F,9,3,34,274,308,3,1,0,0,1,1,0,0,0
20155,F,37,15,116,119,235,10,3,1,1,0,1,2,2,0
20156,F,29,11,102,259,361,9,1,1,3,1,1,1,1,0
20157,F,17,13,28,135,163,2,0,0,0,1,0,1,0,0
20158,F,31,31,15,183,198,1,1,0,0,0,0,0,0,0
20159,F,9,9,15,271,286,1,0,0,1,0,0,0,0,1
20160,F,15,7,27,185,212,2,0,0,0,0,2,0,0,0
20161,M/NB,13,11,29,62,91,2,0,0,0,0,0,0,2,0
20162,M/NB,5,3,29,218,247,2,1,0,0,0,0,0,1,0
20163,F,3,3,15,8,23,1,0,0,0,0,0,1,0,0
20164,F,23,15,29,145,174,2,1,0,0,0,0,0,1,0
20165,F,11,11,15,297,312,1,0,0,0,0,0,0,1,0
20166,M/NB,9,9,15,148,163,1,0,0,0,0,0,1,0,1
20167,M/NB,9,5,25,249,274,2,0,1,1,0,0,0,0,1
20168,F,1,1,15,162,177,1,1,0,0,0,0,0,0,0
20169,F,9,3,26,43,69,2,0,0,1,1,0,0,0,0
20170,M/NB,13,5,27,268,295,2,1,0,0,0,1,0,0,0
20171,F,17,11,27,284,311,2,0,0,1,0,1,0,0,0
20172,M/NB,41,5,111,247,358,9,3,0,0,1,1,0,4,1
20173,F,35,29,29,139,168,2,0,0,0,0,0,1,1,0
20174,F,25,25,15,109,124,1,0,0,1,0,0,0,0,0
20175,F,43,13,114,113,227,10,3,0,2,1,1,2,1,0
20176,F,19,15,24,141,165,2,1,1,0,0,0,0,0,0
20177,M/NB,17,11,24,42,66,2,0,2,0,0,0,0,0,1
20178,M/NB,39,31,28,135,163,2,0,0,1,0,0,1,0,0
20179,M/NB,23,15,27,206,233,2,1,0,0,0,1,0,0,0
20180,F,9,1,28,106,134,2,0,0,1,0,0,1,0,0
20181,F,43,17,79,131,210,7,3,1,0,0,1,1,1,0
20182,M/NB,71,11,126,97,223,11,1,1,3,2,1,2,1,0
20183,F,3,3,15,84,99,1,1,0,0,0,0,0,0,0
20184,M/NB,35,11,56,306,362,5,1,0,2,1,1,0,0,0
20185,M/NB,53,13,124,267,391,11,5,1,1,0,2,1,1,1
20186,F,21,7,57,117,174,5,1,0,3,0,0,0,1,1
20187,F,57,5,108,54,162,10,3,1,3,1,0,1,1,0
20188,M/NB,85,13,144,97,241,12,1,0,5,3,1,1,1,0
20189,F,25,3,60,198,258,5,2,1,0,0,0,0,2,0
20190,F,37,7,89,49,138,8,3,0,3,1,1,0,0,0
20191,F,25,19,29,198,227,2,0,0,0,0,0,0,2,0
20192,F,33,33,15,285,300,1,0,0,1,0,0,0,0,0
20193,M/NB,9,9,15,271,286,1,1,0,0,0,0,0,0,0
20194,M/NB,23,7,50,57,107,4,0,0,1,0,1,2,0,1
20195,F,5,5,15,164,179,1,0,0,1,0,0,0,0,0
20196,M/NB,69,25,95,322,417,8,0,1,3,1,1,0,2,0
20197,F,25,25,15,88,103,1,1,0,0,0,0,0,0,0
20198,F,27,27,15,205,220,1,0,0,1,0,0,0,0,0
20199,F,29,7,74,298,372,7,3,1,1,0,2,0,0,0
20200,M/NB,55,11,120,223,343,11,2,3,2,1,1,0,2,0
20201,F,9,9,15,272,287,1,0,0,1,0,0,0,0,0
20202,F,61,15,87,229,316,8,3,0,2,1,1,1,0,0
20203,M/NB,11,11,15,103,118,1,0,0,0,1,0,0,0,1
20204,F,3,3,15,11,26,1,0,0,1,0,0,0,0,0
20205,M/NB,9,9,15,26,41,1,0,0,0,1,0,0,0,1
20206,F,67,9,143,272,415,12,3,0,3,1,1,2,2,0
20207,F,63,31,75,201,276,7,1,0,5,0,1,0,0,0
20208,F,25,17,27,161,188,2,0,1,0,0,1,0,0,0
20209,F,11,11,15,141,156,1,0,0,0,0,0,1,0,0
20210,F,31,13,106,199,305,9,4,1,1,0,0,1,2,0
20211,F,7,1,25,69,94,2,0,1,1,0,0,0,0,0
20212,F,11,11,15,24,39,1,1,0,0,0,0,0,0,0
20213,F,41,35,25,229,254,2,0,1,1,0,0,0,0,0
20214,F,33,15,82,272,354,7,1,0,1,4,1,0,0,0
20215,F,17,11,29,257,286,2,0,0,0,0,0,1,1,1
20216,F,3,1,26,34,60,2,0,1,0,1,0,0,0,0
20217,M/NB,25,25,15,295,310,1,0,0,0,0,0,0,1,0
20218,M/NB,5,5,15,81,96,1,0,0,0,1,0,0,0,0
20219,M/NB,11,3,27,100,127,2,0,0,0,1,1,0,0,1
20220,F,3,1,27,143,170,2,0,0,1,0,1,0,0,0
20221,F,7,5,24,293,317,2,1,1,0,0,0,0,0,0
20222,F,53,35,47,111,158,4,0,1,2,0,0,1,0,0
20223,F,11,11,15,150,165,1,0,0,1,0,0,0,0,0
20224,F,19,9,39,197,236,3,0,0,1,1,0,0,1,0
20225,M/NB,17,11,27,63,90,2,0,0,1,0,1,0,0,0
20226,F,67,11,147,277,424,12,4,0,2,0,2,0,4,0
20227,M/NB,31,23,49,117,166,4,1,0,0,1,1,0,1,0
20228,F,21,13,32,225,257,3,2,1,0,0,0,0,0,0
20229,F,13,13,15,246,261,1,0,0,0,0,0,1,0,0
20230,F,45,33,70,39,109,6,1,1,2,0,0,0,2,0
20231,F,15,11,26,83,109,2,1,0,0,1,0,0,0,0
20232,F,17,15,29,296,325,2,0,0,0,0,0,1,1,0
20233,M/NB,77,11,142,56,198,12,0,2,2,3,1,3,1,0
20234,F,39,1,90,123,213,8,2,0,3,0,1,1,1,0
20235,F,11,11,15,159,174,1,0,0,0,0,0,1,0,0
20236,M/NB,29,15,42,301,343,4,1,1,2,0,0,0,0,0
20237,F,15,9,24,34,58,2,0,2,0,0,0,0,0,0
20238,F,63,13,145,102,247,12,2,0,2,1,1,0,6,0
20239,F,9,9,15,179,194,1,0,0,0,0,0,0,1,0
20240,F,15,7,25,191,216,2,1,0,1,0,0,0,0,0
20241,M/NB,15,1,33,144,177,3,1,0,1,0,1,0,0,0
20242,F,1,1,15,73,88,1,0,0,0,0,0,0,1,0
20243,M/NB,73,13,123,304,427,11,4,1,1,1,0,2,2,1
20244,F,35,15,63,150,213,6,4,0,1,0,0,0,1,0
20245,F,11,9,24,9,33,2,0,2,0,0,0,0,0,0
20246,F,37,21,56,132,188,5,2,1,1,0,0,0,1,0
20247,F,27,11,56,149,205,5,2,1,1,0,0,0,1,0
20248,F,11,11,15,178,193,1,1,0,0,0,0,0,0,0
20249,F,55,17,84,198,282,7,1,0,1,2,1,0,2,0
20250,M/NB,3,3,15,92,107,1,0,0,0,0,0,1,0,0
20251,M/NB,27,27,15,56,71,1,0,0,0,0,0,1,0,0
20252,F,73,9,120,324,444,11,5,1,3,0,0,1,1,1
20253,F,1,1,15,262,277,1,0,0,0,0,0,0,1,0
20254,F,23,23,15,260,275,1,1,0,0,0,0,0,0,0
20255,F,13,13,15,15,30,1,0,0,1,0,0,0,0,0
20256,F,7,1,29,188,217,2,0,1,0,0,0,0,1,0
20257,F,43,3,85,133,218,7,2,0,1,1,0,1,2,0
20258,F,3,3,15,217,232,1,0,0,0,0,0,1,0,0
20259,M/NB,63,11,132,345,477,12,2,2,2,3,0,1,2,0
20260,F,59,3,132,94,226,12,4,1,4,0,1,1,1,0
20261,F,55,5,110,196,306,10,2,0,4,1,2,0,1,0
20262,F,23,23,15,99,114,1,0,1,0,0,0,0,0,0
20263,F,53,11,125,208,333,11,3,2,0,1,2,1,2,0
20264,M/NB,47,13,88,40,128,8,1,1,3,1,1,1,0,0
20265,F,13,13,15,103,118,1,0,0,0,0,0,0,1,0
20266,F,13,13,15,104,119,1,0,0,0,0,0,1,0,0
20267,M/NB,53,9,94,87,181,8,1,1,2,0,1,2,1,0
20268,F,27,19,27,275,302,2,0,1,0,0,1,0,0,0
20269,F,15,15,15,67,82,1,1,0,0,0,0,0,0,0
20270,F,63,27,123,87,210,11,2,1,2,1,1,3,1,0
20271,F,13,13,15,111,126,1,0,0,1,0,0,0,0,0
20272,M/NB,5,5,15,83,98,1,0,0,0,1,0,0,0,0
20273,F,49,19,86,61,147,8,1,2,3,1,0,0,1,0
20274,M/NB,45,9,140,116,256,12,1,1,2,2,1,2,3,0
20275,F,31,31,15,211,226,1,1,0,0,0,0,0,0,0
20276,F,27,19,26,254,280,2,1,0,0,1,0,0,0,0
20277,M/NB,35,11,65,154,219,5,0,1,0,1,1,1,1,0
20278,F,3,3,15,169,184,1,0,0,0,0,1,0,0,0
20279,M/NB,11,11,15,198,213,1,0,0,0,0,1,0,0,0
20280,M/NB,7,3,28,282,310,2,0,0,1,0,0,1,0,1
20281,F,21,13,28,46,74,2,0,0,0,1,0,1,0,0
20282,F,3,3,15,86,101,1,0,0,0,0,1,0,0,0
20283,M/NB,53,15,72,162,234,7,2,2,2,1,0,0,0,0
20284,F,37,21,43,188,231,4,2,0,2,0,0,0,0,0
20285,F,21,17,29,274,303,2,0,0,0,1,0,0,1,0
20286,F,17,9,28,52,80,2,1,0,0,0,0,1,0,0
20287,M/NB,31,31,15,136,151,1,0,0,0,0,0,0,1,1
20288,F,11,7,25,232,257,2,0,0,2,0,0,0,0,0
20289,F,21,15,26,237,263,2,0,0,1,1,0,0,0,0
20290,F,21,9,43,24,67,4,2,0,2,0,0,0,0,0
20291,F,23,15,29,44,73,2,0,0,0,1,0,0,1,0
20292,F,25,25,15,249,264,1,1,0,0,0,0,0,0,0
20293,F,7,7,15,31,46,1,0,1,0,0,0,0,0,0
20294,F,7,3,27,134,161,2,0,0,0,1,1,0,0,0
20295,F,23,9,39,224,263,3,0,0,1,0,1,0,1,0
20296,F,19,13,25,269,294,2,0,0,2,0,0,0,0,0
20297,M/NB,7,5,27,11,38,2,0,0,1,0,1,0,0,0
20298,F,7,7,15,240,255,1,0,0,1,0,0,0,0,0
20299,F,11,11,15,170,185,1,1,0,0,0,0,0,0,0
20300,M/NB,65,7,142,269,411,12,2,0,2,4,0,2,2,0
20301,F,19,15,29,122,151,2,0,0,0,0,1,0,1,0
20302,F,3,3,15,190,205,1,0,1,0,0,0,0,0,0
20303,M/NB,27,27,15,123,138,1,0,0,0,0,0,1,0,0
20304,M/NB,11,11,15,230,245,1,0,1,0,0,0,0,0,0
20305,M/NB,17,15,28,163,191,2,0,1,0,0,0,1,0,0
20306,M/NB,3,3,15,270,285,1,0,0,0,0,0,0,1,0
20307,M/NB,31,27,23,68,91,2,2,0,0,0,0,0,0,0
20308,F,41,3,106,29,135,9,0,1,4,0,1,2,1,1
20309,M/NB,23,5,67,159,226,6,2,1,0,2,0,1,0,0
20310,F,55,23,91,320,411,8,2,1,2,0,1,1,1,0
20311,M/NB,5,5,15,37,52,1,0,0,0,0,0,0,1,0
20312,F,7,1,29,210,239,2,0,0,1,0,0,0,1,0
20313,F,23,15,25,162,187,2,0,0,2,0,0,0,0,0
20314,F,27,9,78,204,282,7,1,2,1,1,1,1,0,0
20315,M/NB,27,23,29,212,241,2,1,0,0,0,0,0,1,0
20316,F,7,3,28,209,237,2,0,0,0,1,0,1,0,0
20317,M/NB,39,11,58,102,160,5,1,1,1,1,0,1,0,0
20318,F,35,35,15,116,131,1,0,0,0,0,1,0,0,0
20319,F,9,9,15,57,72,1,0,0,0,0,0,1,0,1
20320,F,27,15,36,182,218,3,0,1,1,1,0,0,0,0
20321,F,55,15,82,100,182,7,2,1,1,0,0,2,1,0
20322,M/NB,29,11,97,167,264,9,1,0,5,2,1,0,0,0
20323,F,25,25,15,28,43,1,0,1,0,0,0,0,0,0
20324,F,7,7,15,188,203,1,0,0,0,1,0,0,0,0
20325,M/NB,3,3,15,125,140,1,1,0,0,0,0,0,0,1
20326,M/NB,13,13,15,128,143,1,0,0,0,0,0,1,0,0
20327,M/NB,41,33,24,247,271,2,1,1,0,0,0,0,0,0
20328,F,37,1,77,78,155,7,1,0,3,2,1,0,0,0
20329,F,21,15,28,110,138,2,0,0,1,0,0,1,0,0
20330,F,3,3,15,2,17,1,0,0,1,0,0,0,0,0
20331,F,35,7,61,309,370,5,1,1,1,0,0,1,1,0
20332,F,35,33,25,65,90,2,1,0,1,0,0,0,0,0
20333,F,15,15,15,7,22,1,1,0,0,0,0,0,0,0
20334,M/NB,3,3,15,34,49,1,0,0,0,0,0,0,1,0
20335,F,15,11,25,220,245,2,0,1,1,0,0,0,0,0
20336,F,13,11,29,202,231,2,0,0,0,0,0,1,1,1
20337,M/NB,43,21,48,103,151,4,1,0,0,2,0,0,1,0
20338,F,3,3,15,261,276,1,1,0,0,0,0,0,0,0
20339,M/NB,15,9,26,184,210,2,1,0,0,1,0,0,0,0
20340,F,33,13,92,315,407,8,1,1,1,1,1,1,2,0
20341,F,13,13,15,210,225,1,1,0,0,0,0,0,0,1
20342,F,31,25,26,48,74,2,0,0,1,1,0,0,0,0
20343,M/NB,15,15,15,220,235,1,0,0,1,0,0,0,0,0
20344,F,37,15,76,33,109,7,2,0,3,1,0,0,1,0
20345,F,15,15,15,31,46,1,1,0,0,0,0,0,0,0
20346,F,11,3,36,9,45,3,0,0,1,2,0,0,0,0
20347,M/NB,69,13,143,48,191,12,1,0,7,2,0,0,2,0
20348,F,7,7,15,72,87,1,0,0,1,0,0,0,0,0
20349,F,29,7,55,251,306,5,1,1,1,0,0,2,0,0
20350,M/NB,23,7,36,93,129,3,0,0,2,1,0,0,0,1
20351,M/NB,37,17,68,124,192,6,1,0,3,1,0,0,1,0
20352,F,15,15,15,223,238,1,0,0,0,0,0,0,1,0
20353,M/NB,7,5,29,262,291,2,0,0,1,0,0,0,1,1
20354,F,27,3,102,40,142,9,4,1,1,1,1,0,1,0
20355,F,15,3,39,232,271,3,0,1,1,0,0,0,1,0
20356,M/NB,13,7,29,204,233,2,1,0,0,0,0,0,1,0
20357,F,19,13,28,137,165,2,1,0,0,0,0,1,0,0
20358,M/NB,13,13,15,100,115,1,0,0,0,1,0,0,0,0
20359,F,25,1,100,262,362,9,2,0,3,1,2,0,1,1
20360,M/NB,23,13,57,270,327,5,1,0,2,1,0,1,0,0
20361,F,29,11,50,73,123,4,1,0,0,0,0,2,1,1
20362,M/NB,45,15,68,42,110,6,2,0,2,1,0,0,1,0
20363,F,11,11,15,280,295,1,0,0,0,1,0,0,0,0
20364,F,15,15,15,105,120,1,0,0,0,0,0,1,0,0
20365,F,77,11,136,223,359,12,3,1,2,1,2,1,2,0
20366,F,29,9,85,229,314,8,3,1,2,1,0,0,1,0
20367,F,23,19,25,95,120,2,1,0,1,0,0,0,0,0
20368,M/NB,29,7,71,181,252,6,1,0,1,2,0,1,1,1
20369,F,17,13,26,78,104,2,0,0,1,1,0,0,0,0
20370,F,17,11,25,275,300,2,1,0,1,0,0,0,0,0
20371,M/NB,23,3,75,169,244,6,1,0,1,1,1,1,1,1
20372,F,35,15,87,67,154,8,3,2,0,0,1,2,0,0
20373,M/NB,69,1,139,121,260,12,4,0,2,3,1,0,2,0
20374,F,23,23,15,103,118,1,1,0,0,0,0,0,0,0
20375,F,37,9,81,320,401,7,0,1,3,1,1,0,1,0
20376,M/NB,39,7,135,105,240,12,3,1,3,3,0,1,1,0
20377,M/NB,9,7,28,44,72,2,1,0,0,0,0,1,0,0
20378,F,17,9,27,91,118,2,1,0,0,0,1,0,0,0
20379,F,13,7,25,50,75,2,0,1,1,0,0,0,0,0
20380,F,15,9,25,253,278,2,0,0,2,0,0,0,0,1
20381,F,13,13,15,142,157,1,1,0,0,0,0,0,0,0
20382,M/NB,33,7,62,123,185,5,2,0,0,1,0,0,2,0
20383,M/NB,41,35,25,28,53,2,0,0,2,0,0,0,0,0
20384,F,51,11,93,295,388,8,1,1,2,1,0,2,1,0
20385,F,53,15,103,56,159,9,1,3,3,0,0,1,1,0
20386,F,9,9,15,180,195,1,0,0,0,1,0,0,0,0
20387,M/NB,27,15,32,47,79,3,1,1,0,1,0,0,0,0
20388,F,9,9,15,174,189,1,0,0,1,0,0,0,0,1
20389,F,13,13,15,242,257,1,0,0,0,1,0,0,0,0
20390,F,15,7,29,64,93,2,0,0,1,0,0,0,1,0
20391,F,13,9,27,255,282,2,1,0,0,0,1,0,0,0
20392,F,37,5,129,58,187,11,2,0,3,2,0,1,3,1
20393,F,31,27,23,214,237,2,2,0,0,0,0,0,0,0
20394,F,59,11,116,131,247,10,2,0,4,0,2,2,0,0
20395,M/NB,55,7,106,102,208,9,1,0,3,2,0,1,2,0
20396,M/NB,13,9,25,36,61,2,1,0,1,0,0,0,0,0
20397,F,47,13,68,57,125,6,2,1,1,0,0,2,0,1
20398,M/NB,69,11,125,130,255,12,2,5,4,0,1,0,0,0
20399,F,13,11,25,87,112,2,0,1,1,0,0,0,0,0
20400,M/NB,27,11,32,230,262,3,1,1,0,1,0,0,0,0
20401,M/NB,31,7,61,230,291,5,0,1,0,2,1,0,1,0
20402,F,23,15,26,47,73,2,1,0,0,1,0,0,0,0
20403,F,15,11,26,288,314,2,1,0,0,1,0,0,0,0
20404,F,9,9,15,292,307,1,0,0,0,0,0,1,0,0
20405,M/NB,45,15,68,173,241,6,1,0,3,1,0,0,1,0
20406,F,23,15,26,67,93,2,0,0,1,1,0,0,0,0
20407,F,63,21,76,293,369,7,3,0,2,1,0,0,1,0
20408,M/NB,25,21,28,194,222,2,0,0,0,1,0,1,0,0
20409,M/NB,45,15,80,305,385,7,1,1,2,0,0,0,3,0
20410,M/NB,39,3,104,221,325,10,2,2,2,3,0,1,0,0
20411,F,49,11,112,295,407,10,2,1,5,0,0,1,1,0
20412,M/NB,23,15,49,86,135,4,0,2,0,1,0,0,1,0
20413,F,41,33,25,100,125,2,0,0,2,0,0,0,0,0
20414,F,15,11,29,239,268,2,1,0,0,0,0,0,1,0
20415,M/NB,43,13,112,159,271,10,1,2,1,3,1,1,1,0
20416,F,13,11,29,113,142,2,0,0,1,0,0,0,1,0
20417,F,37,19,77,129,206,7,3,0,1,1,1,1,0,0
20418,M/NB,73,15,103,239,342,10,7,1,0,1,0,1,0,0
20419,M/NB,7,1,29,261,290,2,0,0,0,0,0,1,1,1
20420,F,7,1,28,95,123,2,0,0,1,0,0,1,0,0
20421,M/NB,29,29,15,279,294,1,0,0,1,0,0,0,0,0
20422,F,33,27,29,38,67,2,0,0,0,1,0,0,1,0
20423,M/NB,45,27,50,42,92,4,0,0,2,0,1,1,0,0
20424,M/NB,37,15,71,41,112,6,2,0,2,0,0,0,2,0
20425,M/NB,39,27,33,282,315,3,2,0,1,0,0,0,0,0
20426,F,57,13,90,256,346,8,4,0,0,1,1,0,2,0
20427,M/NB,67,7,126,281,407,11,3,1,4,0,0,1,2,0
20428,F,17,13,26,269,295,2,1,0,0,1,0,0,0,0
20429,M/NB,83,19,124,208,332,11,2,1,4,0,1,0,3,0
20430,M/NB,13,11,25,150,175,2,0,0,2,0,0,0,0,0
20431,F,21,13,27,125,152,2,0,0,0,1,1,0,0,0
20432,F,25,3,104,56,160,9,2,1,1,0,0,2,3,1
20433,F,9,9,15,254,269,1,1,0,0,0,0,0,0,0
20434,F,27,23,25,54,79,2,0,0,2,0,0,0,0,0
20435,F,1,1,15,242,257,1,1,0,0,0,0,0,0,0
20436,F,37,31,29,121,150,2,0,0,1,0,0,0,1,0
20437,F,19,15,27,36,63,2,0,0,1,0,1,0,0,0
20438,F,9,9,15,123,138,1,0,0,0,1,0,0,0,0
20439,F,1,1,15,2,17,1,0,0,0,1,0,0,0,0
20440,M/NB,9,3,27,97,124,2,0,0,1,0,1,0,0,0
20441,F,13,1,60,259,319,5,0,1,2,0,0,2,0,1
20442,F,13,13,15,222,237,1,0,0,0,0,0,1,0,0
20443,F,15,15,15,239,254,1,0,1,0,0,0,0,0,0
20444,F,17,15,27,129,156,2,0,0,1,0,1,0,0,0
20445,F,15,15,15,243,258,1,0,0,0,0,0,0,1,0
20446,F,9,9,15,29,44,1,1,0,0,0,0,0,0,0
20447,F,1,1,15,211,226,1,0,1,0,0,0,0,0,0
20448,M/NB,11,11,15,81,96,1,0,0,0,0,0,0,1,0
20449,M/NB,27,11,67,232,299,6,1,0,3,1,0,1,0,0
20450,F,13,13,15,204,219,1,0,0,0,1,0,0,0,0
20451,F,13,11,29,176,205,2,0,0,0,0,1,0,1,0
20452,F,37,5,75,62,137,7,2,0,4,0,0,0,1,0
20453,M/NB,69,19,117,179,296,10,0,1,2,6,0,0,1,0
20454,M/NB,45,1,131,95,226,11,2,0,1,3,0,2,3,0
20455,M/NB,31,1,57,36,93,5,4,0,0,1,0,0,0,0
20456,F,63,27,76,82,158,7,2,0,3,1,0,0,1,0
20457,F,3,3,15,240,255,1,0,0,1,0,0,0,0,0
20458,F,35,35,15,185,200,1,0,0,1,0,0,0,0,0
20459,M/NB,43,15,72,251,323,6,0,1,1,0,2,2,0,0
20460,F,13,13,15,81,96,1,1,0,0,0,0,0,0,0
20461,M/NB,21,1,70,259,329,6,0,1,2,2,0,0,1,0
20462,M/NB,11,9,23,124,147,2,2,0,0,0,0,0,0,0
20463,M/NB,37,21,46,173,219,4,1,1,0,0,0,0,2,0
20464,F,15,15,15,169,184,1,0,0,0,0,0,0,1,0
20465,F,11,11,15,78,93,1,0,0,0,0,0,0,1,0
20466,F,13,13,15,268,283,1,1,0,0,0,0,0,0,0
20467,M/NB,9,7,26,71,97,2,1,0,0,1,0,0,0,0
20468,M/NB,41,15,113,309,422,10,3,0,2,2,1,0,2,0
20469,M/NB,41,13,58,39,97,5,0,0,3,1,1,0,0,0
20470,M/NB,67,11,134,67,201,12,4,0,6,1,0,0,1,0
20471,F,53,15,79,149,228,7,1,2,1,1,1,0,1,0
20472,M/NB,5,3,25,151,176,2,0,1,1,0,0,0,0,0
20473,F,11,11,15,191,206,1,0,0,1,0,0,0,0,0
20474,M/NB,29,13,72,317,389,6,1,1,1,1,0,1,1,0
20475,F,65,13,122,110,232,11,4,1,3,1,1,0,1,0
20476,F,15,15,15,213,228,1,0,0,0,1,0,0,0,0
20477,F,11,5,28,105,133,2,1,0,0,0,0,1,0,0
20478,M/NB,27,23,27,268,295,2,0,1,0,0,1,0,0,0
20479,M/NB,43,27,38,292,330,3,0,0,1,0,1,1,0,0
20480,F,3,3,15,170,185,1,0,0,1,0,0,0,0,0
20481,F,13,13,15,22,37,1,0,0,0,0,1,0,0,0
20482,M/NB,13,11,29,264,293,2,0,0,0,0,0,0,2,0
20483,F,11,11,15,150,165,1,0,0,0,0,0,1,0,0
20484,F,7,5,27,252,279,2,0,0,1,0,1,0,0,0
20485,F,23,11,38,294,332,3,0,1,1,0,0,0,1,0
20486,F,7,7,15,148,163,1,0,0,1,0,0,0,0,0
20487,F,25,21,27,214,241,2,1,0,0,0,1,0,0,0
20488,F,35,9,75,327,402,7,2,0,3,0,2,0,0,0
20489,F,13,13,15,195,210,1,1,0,0,0,0,0,0,0
20490,F,9,3,28,277,305,2,0,0,0,0,1,1,0,0
20491,M/NB,59,25,72,136,208,6,0,0,3,1,1,0,1,0
20492,F,45,5,111,332,443,10,3,1,2,1,1,0,2,0
20493,M/NB,19,13,27,46,73,2,0,0,0,0,2,0,0,0
20494,F,5,5,15,117,132,1,1,0,0,0,0,0,0,0
20495,F,5,5,15,39,54,1,0,0,0,1,0,0,0,0
20496,F,7,5,25,136,161,2,0,1,1,0,0,0,0,0
20497,F,1,1,15,245,260,1,0,0,1,0,0,0,0,0
20498,F,7,7,15,105,120,1,0,0,1,0,0,0,0,0
20499,M/NB,25,23,29,174,203,2,1,0,0,0,0,0,1,0
20500,F,15,15,15,192,207,1,1,0,0,0,0,0,0,1
20501,F,9,9,15,9,24,1,1,0,0,0,0,0,0,0
20502,M/NB,15,13,26,238,264,2,1,0,0,1,0,0,0,0
20503,F,15,15,15,133,148,1,0,0,0,0,1,0,0,0
20504,M/NB,9,9,15,280,295,1,0,0,0,0,0,1,0,0
20505,F,13,13,15,84,99,1,0,0,0,0,1,0,0,0
20506,F,9,9,15,189,204,1,1,0,0,0,0,0,0,0
20507,M/NB,9,3,26,95,121,2,0,0,1,1,0,0,0,0
20508,F,33,9,122,91,213,11,3,1,3,0,1,2,1,0
20509,F,9,9,15,281,296,1,1,0,0,0,0,0,0,0
20510,F,19,11,25,181,206,2,1,0,1,0,0,0,0,0
20511,M/NB,7,7,15,240,255,1,0,0,1,0,0,0,0,0
20512,M/NB,29,13,75,147,222,6,0,0,2,0,2,2,0,1
20513,M/NB,11,11,15,43,58,1,0,0,0,0,0,1,0,0
20514,M/NB,37,15,81,323,404,7,0,1,2,2,1,1,0,0
20515,M/NB,35,11,61,140,201,5,0,0,2,1,1,1,0,0
20516,F,5,5,15,84,99,1,0,0,1,0,0,0,0,0
20517,M/NB,11,7,29,192,221,2,0,0,1,0,0,0,1,0
20518,M/NB,79,17,124,149,273,11,1,2,2,1,3,0,2,0
20519,F,25,13,35,80,115,3,0,2,0,1,0,0,0,0
20520,M/NB,43,7,104,113,217,10,5,2,1,2,0,0,0,0
20521,M/NB,35,15,52,154,206,4,0,0,1,0,1,1,1,0
20522,F,7,3,23,47,70,2,2,0,0,0,0,0,0,0
20523,F,47,29,47,206,253,4,1,0,2,0,0,0,1,0
20524,F,39,31,26,70,96,2,0,1,0,1,0,0,0,0
20525,F,65,9,134,285,419,12,2,1,2,4,2,1,0,1
20526,F,43,19,86,199,285,8,1,2,3,1,0,0,1,0
20527,F,31,31,15,16,31,1,1,0,0,0,0,0,0,0
20528,F,15,15,15,186,201,1,0,0,0,0,0,1,0,0
20529,F,35,29,28,282,310,2,0,0,0,1,0,1,0,1
20530,F,19,19,15,12,27,1,0,0,0,0,0,0,1,0
